text,label,clean_review
"""I am so disappointed with this vacuum cleaner. It's not powerful at all and it doesn't pick up all the dirt. I definitely wouldn't recommend it to anyone.""",negative,disappoint vacuum cleaner power pick dirt definit recommend anyon
"""I am extremely satisfied with this laptop. It's fast, the screen is sharp, and the battery life is impressive. It's definitely worth the price and I would recommend it to anyone looking for a high-performance laptop.""",positive,extrem satisfi laptop fast screen sharp batteri life impress definit worth price would recommend anyon look high perform laptop
"""This laptop is not as good as I expected. The battery life is weak and it lags when I multitask. I would not recommend it.""",negative,laptop good expect batteri life weak lag multitask would recommend
"""I am extremely disappointed with this blender. It's not powerful enough to blend anything beyond a basic smoothie. The motor gave out after a few uses. Definitely not worth the money.""",negative,extrem disappoint blender power enough blend anyth beyond basic smoothi motor gave use definit worth money
"""I've had these headphones for about a week now and I love them. The sound quality is great, the fit is comfortable, and the battery life is impressive. They're worth every penny.""",positive,headphon week love sound qualiti great fit comfort batteri life impress worth everi penni
"""The toy broke within a day of my child playing with it. It's not durable at all and definitely not worth the price I paid.""",negative,toy broke within day child play durabl definit worth price paid
"""The book arrived in perfect condition and I couldn't put it down once I started reading. The story was captivating and the characters were well developed. I can't wait to read more from this author.""",positive,book arriv perfect condit put start read stori captiv charact well develop wait read author
"""I bought this vacuum cleaner a month ago and I'm really happy with it. It's lightweight, easy to use, and does a great job at picking up dirt and pet hair.""",positive,bought vacuum cleaner month ago realli happi lightweight easi use great job pick dirt pet hair
"""I am very happy with this blender. It's powerful and can handle ice and frozen fruit with ease. It's also easy to clean and looks great on my kitchen counter.""",positive,happi blender power handl ice frozen fruit eas also easi clean look great kitchen counter
"""I absolutely love this blender. It crushes ice perfectly and makes the smoothest smoothies. The cleanup is also super easy. I would highly recommend this product to anyone who loves smoothies.""",positive,absolut love blender crush ice perfectli make smoothest smoothi cleanup also super easi would highli recommend product anyon love smoothi
"""This smartwatch has a lot of features, but the battery life is very disappointing. I have to charge it every day, which is very inconvenient.""",negative,smartwatch lot featur batteri life disappoint charg everi day inconveni
"""I bought this juicer and it's fantastic! It extracts a lot of juice out of the fruits and it's very easy to clean. I'm very happy with this purchase.""",positive,bought juicer fantast extract lot juic fruit easi clean happi purchas
"""This vacuum cleaner is not worth the money. It has poor suction and often gets clogged. I am very disappointed with this product.""",negative,vacuum cleaner worth money poor suction often get clog disappoint product
"""I love this new gaming console. The graphics are stunning, the controller is very comfortable and the game selection is vast. It's worth every penny!""",positive,love new game consol graphic stun control comfort game select vast worth everi penni
"""The book arrived in great condition and the story was engaging and well-written. The author did an amazing job of developing the characters and the plot. I thoroughly enjoyed reading it.""",positive,book arriv great condit stori engag well written author amaz job develop charact plot thoroughli enjoy read
"""The toy I bought for my dog broke within a day. It was advertised as durable but clearly, it's not. I wouldn't recommend buying this product.""",negative,toy bought dog broke within day advertis durabl clearli recommend buy product
"""This new tablet is a great addition to my gadgets. It's fast, lightweight, and the display is sharp and clear. I use it for reading, web browsing, and light gaming and it works perfectly.""",positive,new tablet great addit gadget fast lightweight display sharp clear use read web brows light game work perfectli
